25.784,1.0029,-0.65741
25.954,1.0013,-0.48949
26.123,1.0001,-0.3478
26.293,0.99924,-0.22673
26.462,0.99861,-0.12333
26.718,0.99793,0.014269
26.973,0.99732,0.15847
27.229,0.9968,0.30662
27.484,0.99585,0.52912
27.561,0.99573,0.57961
27.638,0.99542,0.65731
27.714,0.99514,0.73414
27.791,0.99491,0.80591
27.868,0.99474,0.87182
28.052,0.99464,0.99125
28.237,0.99581,0.93571
28.421,0.99837,0.66281
28.606,1.0022,0.16821
28.79,1.0063,-0.45562
29.011,1.0104,-1.1698
29.179,1.0103,-1.3459
29.229,1.0099,-1.3497
29.28,1.0096,-1.3704
29.33,1.0091,-1.3562
29.381,1.0083,-1.3002
29.431,1.0074,-1.2223
29.464,1.0067,-1.1617
29.496,1.006,-1.0922
29.529,1.0053,-1.0147
29.562,1.0045,-0.93001
29.594,1.0037,-0.83884
29.849,0.99704,0.0065036
30,0.99378,0.50608
